file,new_md5,reference_md5,matches_reference
cross_group_cosine_heatmap.png,1274c07a0361245842a825f1aba47a4b,36c4cc0824b8363e547578ff2d824259,False
cross_group_decision_summary.png,281d4cff8db46c7e4cbe096a2269012b,76acffa4a17c83a92ba11f4812b1f99b,False
cross_group_matched_w.png,946157a8dd327570c74c42f86971bd99,5aa1e38a64e7facc5fb5eca1fff0d91d,False
